order_id,order_date,customer_id,product_id,quantity,discount_percent
187,2022-01-04,222,99,4,5
188,2022-10-17,158,13,3,10
189,2023-03-09,348,34,2,5
190,2023-04-16,1183,88,5,5
191,2022-06-30,889,65,3,20
192,2022-09-05,922,76,1,5
193,2023-09-20,662,8,3,10
194,2022-10-06,405,83,2,0
195,2023-08-04,677,9,2,15
196,2022-09-11,589,28,1,15
197,2022-06-30,558,78,2,5
198,2023-11-12,905,91,3,15
199,2023-05-24,1071,18,1,15
200,2023-12-01,479,42,2,10
201,2023-07-20,487,41,2,10
202,2022-11-22,566,70,3,10
203,2022-12-23,524,33,2,0
204,2023-10-12,704,101,3,15
205,2023-11-11,1030,106,5,10
206,2023-01-26,821,89,3,5
207,2023-09-07,1168,77,4,20
208,2022-03-26,858,54,2,0
209,2022-11-13,585,87,5,5
210,2022-07-31,686,36,1,0
211,2023-05-30,232,97,4,0
212,2023-01-19,270,85,1,5
213,2023-11-22,940,98,4,40
214,2022-12-08,874,56,5,5
215,2022-02-07,52,100,5,15
216,2023-05-26,116,17,5,0
217,2023-02-24,538,10,4,10
218,2022-06-18,541,87,3,40
219,2022-12-09,1043,44,1,5
220,2022-11-02,815,2,3,20
221,2023-06-26,791,99,3,40
222,2023-06-21,618,14,2,10
223,2022-04-22,419,111,1,5
224,2023-02-15,309,109,4,15
225,2022-07-25,864,41,2,20
226,2022-07-04,186,2,2,0
227,2023-01-17,261,19,5,10
228,2023-05-11,160,80,4,5
229,2023-01-14,870,107,3,5
230,2022-02-16,762,108,3,20
231,2023-07-05,224,89,3,5
232,2023-06-12,180,1,5,5
233,2023-05-19,20,2,3,10
234,2022-01-22,632,112,1,0
235,2022-08-01,58,27,3,0
236,2022-11-06,1117,2,3,10
237,2023-10-23,723,94,1,5
238,2022-09-29,615,51,5,5
239,2023-07-25,562,10,2,0
240,2022-07-21,374,19,4,10
241,2022-02-01,622,106,5,20
242,2023-03-19,88,80,3,20
243,2022-06-11,1044,13,2,0
244,2022-09-11,1014,48,4,10
245,2023-06-05,14,114,4,20
246,2023-10-13,133,56,4,5
247,2023-04-25,1058,72,1,30
248,2022-01-10,892,56,1,30
249,2023-05-20,592,50,2,0
250,2023-07-14,583,95,3,5
251,2023-03-12,1179,45,2,0
252,2022-04-21,1102,89,3,0
253,2022-06-02,1196,59,5,30
254,2023-09-27,289,39,4,30
255,2022-04-12,1013,21,4,0
256,2022-07-10,879,55,1,10
257,2023-07-17,7,120,5,10
258,2022-03-22,1184,57,5,5
259,2023-05-04,240,114,3,10
260,2022-03-29,536,102,5,30
261,2022-07-13,70,41,1,0
262,2022-04-14,216,93,3,0
263,2022-04-06,1128,70,2,0
264,2023-02-27,1078,82,3,5
265,2022-07-17,806,49,2,5
266,2022-01-01,330,44,3,5
267,2023-02-11,848,35,4,10
268,2023-01-13,45,91,2,15
269,2022-06-16,829,5,1,5
270,2023-05-24,198,71,2,5
271,2023-09-30,896,74,2,20
272,2022-11-09,332,74,3,20
273,2023-08-16,696,51,4,0
274,2023-02-22,27,57,3,5
275,2023-11-12,1190,58,3,20
276,2023-04-22,318,92,4,0
277,2022-03-14,365,36,3,5
278,2022-05-21,1127,10,4,5
279,2023-08-05,960,50,1,0
280,2022-09-19,373,99,4,0
281,2022-12-06,245,117,5,5
282,2022-11-04,1193,99,4,15
283,2022-09-02,478,37,4,20
284,2023-05-30,125,112,5,40
285,2022-12-03,537,20,4,0
286,2023-07-29,706,13,2,0
287,2023-07-15,531,75,3,15
288,2022-03-17,786,109,3,10
289,2022-06-24,254,19,1,5
290,2022-04-19,121,92,1,0
291,2022-07-02,1056,102,5,5
292,2022-07-11,661,56,2,5
293,2022-03-06,1061,45,1,0
294,2023-04-19,1037,60,3,30
295,2022-04-10,88,68,1,0
296,2023-06-28,46,57,1,40
297,2022-05-08,1143,54,4,20
298,2023-03-28,933,37,1,5
299,2023-01-04,745,83,5,15
300,2022-02-12,967,37,3,15
301,2023-02-23,763,117,5,0
302,2023-05-03,762,14,5,5
303,2022-03-19,794,95,2,10
304,2022-09-27,744,92,4,10
305,2023-11-05,1070,100,5,10
306,2022-11-11,558,44,2,10
307,2022-06-17,526,102,3,5
308,2022-12-05,597,83,3,10
309,2022-07-12,840,42,2,5
310,2023-03-29,3,1,5,10
311,2022-10-10,1052,23,5,20
312,2022-12-02,157,119,4,10
313,2023-01-25,855,64,4,15
314,2023-06-09,511,28,3,10
315,2022-08-28,687,112,4,10
316,2023-04-28,1138,4,2,10
317,2023-10-21,571,41,3,0
318,2023-08-15,715,60,5,40
319,2023-07-09,239,18,3,0
320,2023-04-03,303,63,1,5
321,2022-03-30,607,61,3,0
322,2023-10-22,991,49,4,0
323,2022-04-05,334,47,2,15
324,2023-03-28,113,115,5,5
325,2023-03-04,362,39,5,20
326,2022-05-31,801,89,4,5
327,2023-05-29,97,82,4,5
328,2023-01-11,16,6,4,5
329,2022-01-22,556,83,1,10
330,2022-11-09,376,53,2,20
331,2023-06-03,742,76,1,10
332,2022-07-25,390,25,4,5
333,2023-01-10,620,99,2,40
334,2023-03-27,824,65,4,0
335,2023-09-18,320,5,2,10
336,2023-08-18,196,65,5,5
337,2022-06-28,418,8,1,0
338,2022-07-29,607,39,4,5
339,2023-05-15,568,111,4,0
340,2023-04-09,544,43,3,20
341,2022-05-04,231,82,5,10
342,2022-04-23,884,110,4,20
343,2022-01-12,521,73,1,10
344,2022-05-06,703,5,5,10
345,2023-07-19,846,119,4,15
346,2022-11-27,673,4,1,30
347,2022-10-10,21,108,3,0
348,2022-05-20,588,93,3,5
349,2023-02-05,898,1,1,15
350,2022-04-07,371,94,5,30
351,2023-06-01,78,56,1,40
352,2023-07-23,648,45,1,10
353,2022-03-10,140,65,3,0
354,2022-04-28,553,3,3,0
355,2022-02-28,998,22,3,30
356,2022-02-02,282,72,4,5
357,2022-11-14,440,56,4,0
358,2022-02-19,270,18,2,30
359,2023-05-04,1158,25,4,0
360,2022-01-19,746,48,5,15
361,2022-07-16,104,116,5,10
362,2023-03-26,766,84,3,0
363,2023-07-13,95,31,1,5
364,2023-11-10,729,30,3,0
365,2023-03-28,480,80,1,10
366,2022-10-16,780,66,3,10
367,2022-05-21,13,81,3,0
368,2022-03-25,1171,10,5,40
369,2023-11-25,601,71,1,5
370,2023-01-26,95,59,2,5
371,2023-08-14,293,106,2,0
372,2022-08-03,25,51,3,0
373,2023-06-10,1190,116,3,40
374,2022-08-03,939,9,5,5
375,2023-02-07,762,54,1,5
376,2022-05-08,1111,62,3,20
377,2023-04-22,654,81,2,10
378,2023-02-08,985,9,1,5
379,2022-01-29,638,9,3,20
380,2022-12-04,491,101,1,15
381,2022-12-27,1165,24,5,0
382,2023-07-23,1127,39,2,10
383,2023-01-27,575,75,1,30
384,2022-08-06,294,8,2,10
385,2023-07-28,896,25,3,15
386,2023-10-31,40,110,4,40
387,2022-07-21,776,66,1,15
388,2022-01-17,520,10,2,0
389,2022-11-18,546,117,1,0
390,2023-06-02,236,24,3,10
391,2023-07-24,463,112,3,5
392,2022-11-21,483,80,2,30
393,2023-02-16,430,83,5,5
394,2022-11-14,1046,59,1,10
395,2023-11-12,343,31,1,15
396,2022-03-23,1064,11,3,10
397,2023-04-19,1197,6,1,5
398,2023-04-13,133,70,2,0
399,2023-03-01,351,32,4,10
400,2023-11-20,506,39,3,20
401,2022-07-23,84,48,4,15
402,2023-08-06,993,13,1,5
403,2023-01-22,830,59,5,0
404,2022-04-08,861,67,2,20
405,2022-12-11,343,56,1,30
406,2022-07-27,866,120,2,5
407,2023-05-29,1190,41,1,15
408,2023-09-28,293,56,1,5
409,2023-08-09,1194,35,1,10
410,2022-06-15,598,38,3,20
411,2022-01-22,645,81,4,0
412,2022-06-03,448,67,5,10
413,2023-03-15,690,34,4,0
414,2022-10-22,1002,76,4,5
415,2022-08-07,855,88,2,10
416,2023-10-31,502,70,3,0
417,2023-05-10,764,106,3,10
418,2022-08-18,735,11,1,5
419,2022-01-20,250,112,4,15
420,2023-07-07,601,27,5,0
421,2022-05-28,125,48,2,15
422,2022-04-18,113,24,3,10
423,2023-02-07,981,18,1,40
424,2023-08-19,1161,27,5,30
425,2023-04-28,150,54,4,5
426,2023-01-02,875,55,5,0
427,2023-02-18,343,120,3,15
428,2022-11-05,580,105,2,10
429,2022-05-14,783,21,4,0
430,2022-10-10,321,59,2,0
431,2022-03-14,822,115,5,10
432,2023-04-26,532,34,5,30
433,2022-12-18,492,120,1,30
434,2023-07-14,612,97,4,0
435,2022-11-22,252,58,5,5
436,2023-03-19,1101,48,3,0
437,2022-04-10,173,54,3,10
438,2022-02-28,875,18,2,15
439,2023-05-23,201,3,3,15
440,2022-09-15,217,24,5,10
441,2023-02-17,376,1,3,0
442,2023-03-28,11,6,4,5
443,2022-03-06,1036,19,2,30
444,2023-08-18,892,86,4,0
445,2022-06-03,435,115,5,5
446,2022-09-23,818,43,5,15
447,2022-03-20,931,8,3,15
448,2022-11-11,691,69,1,30
449,2023-10-24,1156,52,1,5
450,2023-07-14,855,73,5,10
451,2022-09-05,784,47,5,10
452,2023-09-02,319,85,2,30
453,2023-02-18,844,28,5,15
454,2022-01-25,621,46,5,20
455,2022-10-11,785,4,2,0
456,2023-03-25,1192,120,4,15
457,2022-10-28,397,88,4,5
458,2022-03-09,1082,8,2,0
459,2022-01-07,460,116,2,0
460,2022-05-17,61,61,4,15
461,2022-06-13,369,17,4,5
462,2022-03-24,1145,34,4,20
463,2023-10-12,719,20,4,15
464,2023-02-24,546,80,3,0
465,2022-03-14,1041,74,2,15
466,2022-08-25,496,34,1,0
467,2022-02-15,497,43,3,5
468,2023-09-10,505,10,1,10
469,2022-09-19,969,94,1,20
470,2022-06-25,1093,30,5,10
471,2022-06-15,161,115,2,20
472,2023-10-19,718,25,3,15
473,2023-01-05,1169,57,2,5
474,2022-02-23,993,110,4,10
475,2023-11-21,269,63,2,15
476,2023-02-23,699,107,1,0
477,2023-05-22,865,105,4,20
478,2022-12-07,350,71,2,15
479,2022-05-07,110,47,2,0
480,2023-02-13,407,84,1,40
481,2023-01-02,650,81,4,0
482,2022-09-28,51,3,1,30
483,2023-10-06,1111,111,2,5
484,2023-08-28,1092,46,3,15
485,2023-01-14,596,104,3,10
486,2022-03-14,979,36,5,15
487,2022-09-05,1066,26,3,0
488,2022-02-12,731,10,4,5
489,2023-01-12,57,34,5,0
490,2022-02-10,738,78,4,20
491,2022-06-19,196,8,3,5
492,2022-07-31,1086,55,3,15
493,2023-05-08,112,91,2,20
494,2023-11-11,765,10,4,30
495,2022-02-08,711,57,1,0
496,2023-01-04,948,114,2,20
497,2022-05-31,26,79,4,0
498,2022-04-21,410,101,5,15
499,2023-04-25,758,86,4,15
500,2023-03-12,531,45,5,0
501,2022-02-16,1130,50,5,0
502,2023-07-29,749,64,3,10
503,2023-01-01,246,95,1,5
504,2022-03-10,1105,2,4,30
505,2022-10-26,662,45,1,5
506,2022-10-23,909,95,5,30
507,2022-07-22,396,62,3,10
508,2022-03-02,522,14,1,30
509,2022-11-10,926,74,2,15
510,2022-06-10,264,94,5,20
511,2022-11-27,790,100,2,0
512,2023-06-12,172,111,1,10
513,2022-12-04,265,104,1,0
514,2023-08-29,1050,15,1,5
515,2022-10-31,476,14,4,10
516,2023-05-18,356,31,5,15
517,2023-10-12,1050,29,5,0
518,2022-12-04,34,27,5,10
519,2023-07-04,264,85,4,10
520,2023-10-01,1162,9,1,0
521,2022-10-02,816,20,1,10
522,2022-06-13,875,99,2,15
523,2023-03-19,754,58,4,0
524,2022-11-15,566,79,3,15
525,2023-08-12,462,88,4,10
526,2023-05-19,1192,49,2,20
527,2023-11-17,655,57,2,0
528,2023-01-22,81,16,2,20
529,2023-08-26,757,100,1,0
530,2023-11-22,870,75,3,5
531,2023-05-09,1070,8,2,0
532,2023-05-05,599,67,5,20
533,2022-03-14,807,19,1,15
534,2023-05-24,1077,110,3,0
535,2023-01-25,984,105,5,0
536,2023-09-11,704,67,3,5
537,2022-10-22,476,36,3,0
538,2023-01-04,592,89,5,10
539,2023-11-25,16,60,4,15
540,2023-07-03,487,36,3,30
541,2023-10-11,706,11,4,30
542,2023-07-22,1165,51,3,15
543,2022-07-06,620,80,5,0
544,2023-03-21,1019,55,3,5
545,2023-07-24,777,54,2,10
546,2022-12-29,447,17,2,10
547,2022-05-03,290,62,3,10
548,2022-07-07,209,42,5,30
549,2023-11-11,413,24,5,20
550,2023-02-24,677,17,1,0
551,2023-09-18,664,48,5,5
552,2022-09-09,290,84,4,20
553,2023-09-11,151,86,3,20
554,2023-07-03,855,70,2,5
555,2022-12-01,608,7,5,15
556,2022-04-02,370,14,2,15
557,2023-06-14,705,11,1,10
558,2022-03-04,826,12,3,0
559,2023-10-24,1005,110,5,20
560,2023-05-27,377,5,2,15
561,2022-05-19,973,5,5,0
562,2023-11-29,118,20,1,15
563,2022-07-04,1029,54,2,15
564,2022-07-24,444,55,2,20
565,2022-08-02,755,58,3,0
566,2022-09-13,640,79,3,40
567,2022-05-15,124,90,2,0
568,2023-07-27,658,97,3,10
569,2022-03-29,822,30,2,15
570,2022-07-26,664,24,4,5
571,2022-05-09,360,87,5,10
572,2022-01-03,623,73,4,20
573,2022-05-01,1081,3,4,10
574,2023-01-20,919,100,5,10
575,2023-09-06,1174,48,2,0
576,2022-02-07,452,71,2,0
577,2022-12-07,1186,22,3,0
578,2023-10-07,120,14,1,30
579,2022-01-21,582,48,2,15
580,2022-08-30,99,29,5,30
581,2023-03-31,1191,50,1,0
582,2023-09-13,514,80,5,15
583,2022-10-30,664,112,5,0
584,2023-08-19,401,98,5,15
585,2023-08-18,365,10,1,5
586,2022-03-10,581,71,4,0
587,2022-05-09,621,89,5,10
588,2022-07-15,828,27,3,5
589,2022-05-20,247,79,2,15
590,2023-03-20,434,96,2,15
591,2022-10-10,1117,28,2,15
592,2022-11-08,615,9,1,40
593,2023-06-19,943,71,3,5
594,2023-10-27,963,120,3,10
595,2022-10-04,624,80,3,20
596,2022-03-02,321,26,3,10
597,2022-11-15,856,99,3,0
598,2022-02-21,62,81,4,20
599,2022-06-02,300,87,3,0
600,2022-11-07,403,8,3,0
601,2023-06-28,955,2,1,0
602,2023-07-21,253,95,1,0
603,2023-01-24,478,57,3,0
604,2023-07-02,160,52,4,0
605,2023-09-14,961,58,3,5
606,2022-06-26,1190,96,3,5
607,2022-12-28,205,93,3,0
608,2022-11-10,1162,3,5,15
609,2022-04-07,858,8,4,0
610,2022-08-01,760,59,2,0
611,2022-05-17,721,2,3,5
612,2022-01-06,1041,95,2,5
613,2022-04-19,68,62,4,5
614,2023-07-01,133,115,3,5
615,2022-02-08,919,49,2,15
616,2023-10-24,430,101,2,10
617,2023-03-01,308,20,4,30
618,2023-09-22,650,29,3,10
619,2022-09-18,1198,17,5,10
620,2023-03-02,412,74,4,0
621,2022-03-28,97,105,5,15
622,2023-04-10,1178,22,3,0
623,2022-03-17,1051,6,2,10
624,2023-04-16,1084,62,4,5
625,2023-02-18,202,107,4,15
626,2023-04-02,762,98,4,30
627,2022-10-12,874,31,1,30
628,2022-08-27,581,62,3,0
629,2023-11-08,370,119,1,5
630,2023-08-22,533,12,4,20
631,2023-10-15,1176,12,4,10
632,2023-11-03,1126,63,5,10
633,2023-07-12,899,16,1,15
634,2023-01-07,607,25,2,10
635,2023-05-10,873,22,3,40
636,2023-09-16,1149,91,2,10
637,2022-02-14,770,88,2,10
638,2023-02-05,834,76,3,10
639,2022-09-04,999,117,4,20
640,2023-09-08,938,18,5,10
641,2023-08-20,236,45,4,10
642,2023-03-26,162,111,4,40
643,2023-04-30,554,80,1,10
644,2023-10-08,788,68,2,5
645,2023-09-12,1092,12,2,15
646,2022-01-18,1197,49,2,15
647,2023-08-29,559,33,5,0
648,2023-10-24,261,86,5,10
649,2022-10-16,217,63,5,15
650,2023-02-18,1148,18,3,10
651,2023-09-30,805,54,5,15
652,2022-08-23,1186,112,1,10
653,2023-02-20,201,97,1,40
654,2023-05-14,402,27,4,5
655,2023-09-26,275,106,4,0
656,2023-10-12,206,83,4,5
657,2022-04-25,1064,112,4,10
658,2023-11-05,867,78,1,5
659,2022-08-22,93,25,4,0
660,2023-06-24,1066,34,1,15
661,2022-01-11,379,88,5,5
662,2022-07-25,1131,102,5,10
663,2023-11-10,65,60,3,15
664,2022-09-04,365,54,4,15
665,2023-07-13,821,87,5,5
666,2022-05-07,1048,5,5,10
667,2022-05-27,540,108,2,5
668,2022-04-28,1086,36,2,20
669,2023-01-17,491,54,1,20
670,2023-02-16,229,88,3,5
671,2023-10-26,1044,36,2,0
672,2023-08-07,3,69,3,0
673,2022-12-29,911,39,5,5
674,2023-05-24,307,70,1,10
675,2022-05-17,432,109,3,15
676,2022-06-24,136,100,2,5
677,2022-10-16,515,109,5,15
678,2023-04-26,193,4,4,30
679,2022-01-19,873,74,5,15
680,2022-07-14,1142,116,2,0
681,2022-11-26,666,65,2,10
682,2022-06-24,209,85,4,10
683,2023-03-25,952,40,5,20
684,2022-12-20,1058,103,3,5
685,2023-05-14,649,37,3,5
686,2022-05-21,120,67,5,10
687,2022-04-03,627,111,3,10
688,2022-08-27,525,31,5,15
689,2022-07-24,769,91,5,0
690,2023-07-14,1113,81,2,10
691,2023-03-09,512,87,1,0
692,2022-09-02,47,77,2,5
693,2022-11-13,772,47,3,15
694,2022-10-22,740,27,1,0
695,2023-10-02,522,51,5,5
696,2022-10-09,134,20,3,15
697,2022-01-17,248,110,4,15
698,2022-03-12,436,117,3,0
699,2022-09-26,1200,13,1,10
700,2022-11-21,686,63,1,0
701,2022-11-01,586,44,5,5
702,2023-03-27,351,24,4,10
703,2022-01-07,143,119,5,0
704,2022-11-10,967,105,4,40
705,2022-04-13,804,3,4,0
706,2022-07-12,718,107,5,15
707,2023-07-28,643,10,3,20
708,2023-06-13,501,65,2,40
709,2022-06-20,370,49,4,5
710,2023-06-21,1110,58,1,20
711,2022-09-08,787,77,5,30
712,2023-01-22,739,78,3,0
713,2022-07-26,950,97,4,10
714,2023-06-25,522,2,3,0
715,2023-09-21,489,66,5,10
716,2023-02-20,397,103,1,10
717,2023-01-15,896,105,4,0
718,2022-05-24,355,120,4,15
719,2022-01-25,947,31,3,0
720,2023-10-30,288,68,5,20
721,2022-03-14,998,98,2,0
722,2023-09-24,536,83,4,15
723,2022-04-03,851,37,1,0
724,2023-05-20,838,73,4,5
725,2023-08-21,168,24,4,15
726,2022-12-02,950,77,2,5
727,2023-03-01,621,44,2,10
728,2023-05-14,428,94,5,30
729,2022-12-30,490,83,4,0
730,2023-09-22,355,41,4,20
731,2022-07-18,196,74,3,0
732,2023-02-17,545,51,3,0
733,2022-12-05,717,42,1,0
734,2023-10-21,824,108,1,40
735,2023-03-05,932,78,3,0
736,2022-05-19,1003,40,1,20
737,2023-11-24,659,48,4,40
738,2023-06-26,939,113,2,5
739,2022-02-26,780,84,4,10
740,2022-08-20,11,4,3,15
741,2023-10-20,396,102,5,5
742,2023-03-11,731,108,5,0
743,2023-01-19,409,60,3,5
744,2023-07-14,362,114,4,15
745,2022-07-13,1027,39,1,15
746,2023-10-10,84,5,1,0
747,2023-06-18,156,106,5,0
748,2023-06-02,1200,96,3,30
749,2022-07-04,707,6,3,0
750,2022-10-19,472,14,2,15
751,2022-12-01,619,70,5,0
752,2022-04-26,134,78,3,20
753,2022-02-18,788,12,2,30
754,2023-11-16,907,62,1,5
755,2022-03-23,864,27,5,0
756,2022-11-29,667,54,5,10
757,2023-07-11,277,90,3,5
758,2022-12-01,882,12,3,5
759,2023-06-16,13,8,4,15
760,2022-08-09,342,74,1,0
761,2023-09-27,35,16,1,5
762,2022-11-19,559,52,2,15
763,2022-01-03,405,26,2,10
764,2023-11-25,658,8,4,5
765,2022-07-25,159,105,1,15
766,2022-02-09,956,45,2,15
767,2022-02-28,1134,93,1,10
768,2023-07-28,549,84,1,0
769,2023-10-06,985,81,2,0
770,2023-05-22,279,19,3,20
771,2023-07-26,479,17,3,20
772,2022-05-02,111,103,2,15
773,2023-04-24,431,65,4,0
774,2023-09-11,542,116,5,10
775,2022-04-06,1139,29,1,20
776,2023-02-18,1114,14,5,5
777,2022-08-23,360,17,2,0
778,2022-03-03,372,13,1,10
779,2022-09-13,1039,93,5,20
780,2023-07-15,955,98,3,0
781,2022-12-14,259,91,4,10
782,2023-11-02,778,63,5,10
783,2022-05-04,120,110,4,10
784,2023-04-27,976,33,3,15
785,2022-11-13,913,29,5,10
786,2023-05-19,1152,37,2,0
787,2022-02-17,723,103,1,0
788,2023-02-13,523,83,3,10
789,2022-05-16,325,46,4,0
790,2022-07-20,1074,24,4,10
791,2022-09-07,69,14,3,15
792,2022-11-10,391,111,2,0
793,2023-01-03,383,101,2,10
794,2023-03-05,16,5,4,10
795,2023-04-25,846,53,3,5
796,2022-11-10,869,88,3,10
797,2023-05-15,568,98,1,30
798,2022-12-21,132,114,4,5
799,2023-04-30,273,95,2,10
800,2022-07-30,484,30,5,0
801,2022-02-13,550,60,2,0
802,2023-06-25,357,120,2,0
803,2023-07-25,1072,73,5,15
804,2023-08-06,1034,91,4,5
805,2022-04-02,233,28,1,0
806,2022-09-22,36,106,2,15
807,2022-08-08,413,26,2,0
808,2023-03-18,1028,18,4,0
809,2023-02-05,44,36,4,5
810,2023-02-04,568,8,3,5
811,2023-07-30,740,18,4,10
812,2023-05-05,114,84,4,5
